Response ID,Rated Level,Correctness Bughunt 1,Timing Bughunt 1,Timing Correct Bughunt 1,Timing Incorrect Bughunt 1,Correctness Bughunt 2,Timing Bughunt 2,Timing Correct Bughunt 2,Timing Incorrect Bughunt 2,Correctness Bughunt 3,Timing Bughunt 3,Timing Correct Bughunt 3,Timing Incorrect Bughunt 3,Correctness Bughunt 4,Timing Bughunt 4,Timing Correct Bughunt 4,Timing Incorrect Bughunt 4,Correctness Bughunt 5,Timing Bughunt 5,Timing Correct Bughunt 5,Timing Incorrect Bughunt 5,Correctness Bughunt 6,Timing Bughunt 6,Timing Correct Bughunt 6,Timing Incorrect Bughunt 6,Correctness Bughunt 7,Timing Bughunt 7,Timing Correct Bughunt 7,Timing Incorrect Bughunt 7,Correctness Bughunt 8,Timing bug hunt 8,Timing Correct Bughunt 8,Timing Incorrect Bughunt 8,Correctness Bughunt 9,Timing Bughunt 9,Timing Correct Bughunt 9,Timing Incorrect Bughunt 9,Correctness Bughunt 10,Timing Bughunt 10,Timing Correct Bughunt 10,Timing Incorrect Bughunt 10,Correctness Bughunt 11,Timing Bughunt 11,Timing Correct Bughunt 11,Timing Incorrect Bughunt 11,Correctness Bughunt 12,Timing Bughunt 12,Timing Correct Bughunt 12,Timing Incorrect Bughunt 12,Correctness Bughunt 13,Timing Bughunt 13,Timing Correct Bughunt 13,Timing Incorrect Bughunt 13,Correctness Bughunt 14,Timing Bughunt 14,Timing Correct Bughunt 14,Timing Incorrect Bughunt 14,Correctness Bughunt 15,Timing Bughunt 15,Timing Correct Bughunt 15,Timing Incorrect Bughunt 15,Correctness Bughunt 16,Timing Bughunt 16,Timing Correct Bughunt 16,Timing Incorrect Bughunt 16,Kimchi refactor Timings ALL,Participant Self-Selected Proposal,Preference for 1,Preference for 2,Correctness of implementation (Any),Proposal 1 Implementation Correct,Proposal 1 Implementation Responded,Proposal 1 Implementation Timing Correct,Proposal 1 Implementation Timing Incorrect,Proposal 2 Implementation Correct,Proposal 2 Implementation Total Participants,Proposal 2 Implementation Timing Correct,Proposal 2 Implementation Timing Incorrect
279,1,,,,0,,,,0,,,,0,1,6708,6708,,,,,0,,,,0,0,240,,240,,,,0,,,,0,,,,0,,,,0,1,149,149,,,,,0,,,,0,,,,0,,,,0,1080,2,0,1,1,0,0,,,1,1,1080,
289,1,,,,0,,,,0,,,,0,1,182,182,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,74,74,,,,,0,,,,0,,,,0,,,,0,440,1,0,0,1,1,1,440,,0,0,,
291,1,,,,0,,,,0,,,,0,1,86,86,,,,,0,,,,0,0,44,,44,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,12,,0,0,,0,0,,,0,1,,12
294,1,,,,0,,,,0,,,,0,1,64,64,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,41,41,,,,,0,,,,0,,,,0,,,,0,259,1,0,0,1,1,1,259,,0,0,,
297,1,,,,0,,,,0,,,,0,1,283,283,,,,,0,,,,0,1,200,200,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,219,2,0,0,1,0,0,,,1,1,219,
299,1,1,68,68,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,84,84,,,,,0,,,,0,,,,0,,,,0,101,1,0,0,1,1,1,101,,0,0,,
300,1,,,,0,,,,0,,,,0,1,32,32,,,,,0,,,,0,0,14,,14,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,10,,0,0,,0,0,,,0,1,,10
302,0,,147,,147,,,,0,,,,0,1,112,112,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,0,0,,0,0,,,0,0,,
303,1,1,166,166,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,231,231,,,,,0,,,,0,,,,0,,,,0,248,1,0,0,1,1,1,248,,0,0,,
305,1,,,,0,,,,0,,,,0,1,121,121,,,,,0,,,,0,1,97,97,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,241,2,0,0,1,0,0,,,1,1,241,
307,1,,,,0,,,,0,,,,0,1,2454,2454,,,,,0,,,,0,1,195,195,,,,,0,,,,0,,,,0,,,,0,1,38,38,,,,,0,,,,0,,,,0,,,,0,643,2,0,1,1,0,0,,,1,1,643,
311,0,,9,,9,,,,0,,,,0,,11,,11,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,3,,0,0,,0,0,,,0,0,,
314,0,1,236,236,,,,,0,,,,0,,,,0,,,,0,,,,0,1,148,148,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,542,2,0,0,1,0,0,,,1,1,542,
315,2,1,147,147,,,,,0,,,,0,,,,0,,,,0,,,,0,0,125,,125,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,165,,0,0,,0,0,,,0,1,,165
317,1,1,377,377,,,,,0,,,,0,,,,0,,,,0,,,,0,0,241,,241,,,,0,,,,0,,,,0,,,,0,1,84,84,,,,,0,,,,0,,,,0,,,,0,66,,0,0,,0,0,,,0,0,,
321,1,1,136,136,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,105,105,,,,,0,,,,0,,,,0,,,,0,357,1,0,0,1,1,1,357,,0,0,,
325,1,1,209,209,,,,,0,,,,0,,,,0,,,,0,,,,0,0,92,,92,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,254,2,0,0,1,0,0,,,1,1,254,
327,1,,,,0,,,,0,,,,0,1,505,505,,,,,0,,,,0,0,250,,250,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,60,,0,0,,0,0,,,0,1,,60
328,2,1,65,65,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,82,82,,,,,0,,,,0,,,,0,,,,0,354,1,0,0,1,1,1,354,,0,0,,
331,0,,,,0,,,,0,,,,0,1,137,137,,,,,0,,,,0,0,99,,99,,,,0,,,,0,,,,0,,,,0,1,61,61,,,,,0,,,,0,,,,0,,,,0,260,2,0,1,1,0,0,,,1,1,260,
334,1,1,140,140,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,40,40,,,,,0,,,,0,,,,0,,,,0,80,,0,0,,0,1,,80,0,0,,
336,2,,,,0,,,,0,,,,0,1,128,128,,,,,0,,,,0,1,178,178,,,,,0,,,,0,,,,0,,,,0,1,60,60,,,,,0,,,,0,,,,0,,,,0,198,1,1,0,1,1,1,198,,0,0,,
341,1,,,,0,,,,0,,,,0,1,72,72,,,,,0,,,,0,0,76,,76,,,,0,,,,0,,,,0,,,,0,1,13,13,,,,,0,,,,0,,,,0,,,,0,7,,0,0,,0,0,,,0,0,,
343,2,,,,0,,,,0,,,,0,1,118,118,,,,,0,,,,0,0,79,,79,,,,0,,,,0,,,,0,,,,0,1,100,100,,,,,0,,,,0,,,,0,,,,0,202,2,0,1,1,0,0,,,1,1,202,
346,2,1,164,164,,,,,0,,,,0,,,,0,,,,0,,,,0,1,927,927,,,,,0,,,,0,,,,0,,,,0,1,54,54,,,,,0,,,,0,,,,0,,,,0,189,2,0,1,1,0,0,,,1,1,189,
348,2,,,,0,,,,0,,,,0,1,148,148,,,,,0,,,,0,0,285,,285,,,,0,,,,0,,,,0,,,,0,1,83,83,,,,,0,,,,0,,,,0,,,,0,236,1,1,0,1,1,1,236,,0,0,,
349,2,,,,0,,,,0,,,,0,1,254,254,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,74,74,,,,,0,,,,0,,,,0,,,,0,336,1,0,0,1,1,1,336,,0,0,,
350,2,1,295,295,,,,,0,,,,0,1,76,76,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,0,0,,0,0,,,0,0,,
355,2,,,,0,,,,0,,,,0,1,102,102,,,,,0,,,,0,1,143,143,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,220,2,0,0,1,0,0,,,1,1,220,
366,2,1,169,169,,,,,0,,,,0,,,,0,,,,0,,,,0,0,230,,230,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,288,1,0,0,1,0,0,,,1,1,288,
372,0,1,319,319,,,,,0,,,,0,1,37,37,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,2,0,0,1,0,0,,,0,0,,
374,1,,,,0,,,,0,,,,0,1,180,180,,,,,0,,,,0,0,105,,105,,,,0,,,,0,,,,0,,,,0,1,28,28,,,,,0,,,,0,,,,0,,,,0,137,,0,0,,0,0,,,0,0,,
375,2,1,514,514,,,,,0,,,,0,,,,0,,,,0,,,,0,,518,,518,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,170,2,0,0,1,0,0,,,1,1,170,
377,1,,,,0,,,,0,,,,0,1,168,168,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,71,71,,,,,0,,,,0,,,,0,,,,0,449,1,0,0,1,1,1,449,,0,0,,
383,2,1,154,154,,,,,0,,,,0,,,,0,,,,0,,,,0,0,171,,171,,,,0,,,,0,,,,0,,,,0,1,45,45,,,,,0,,,,0,,,,0,,,,0,149,2,0,1,1,0,0,,,1,1,149,
385,2,1,94,94,,,,,0,,,,0,,,,0,,,,0,,,,0,1,187,187,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,112,2,0,0,1,0,0,,,1,1,112,
386,0,,,,0,,,,0,,,,0,0,413,,413,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,190,190,,,,,0,,,,0,,,,0,,,,0,76,,0,0,,0,1,,76,0,0,,
387,2,1,154,154,,,,,0,,,,0,1,61,61,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,3,0,0,1,0,0,,,0,0,,
392,1,1,138,138,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,3267,3267,,,,,0,,,,0,,,,0,,,,0,120,,0,0,,0,1,,120,0,0,,
398,0,,,,0,,,,0,,,,0,1,283,283,,,,,0,,,,0,0,492,,492,,,,0,,,,0,,,,0,,,,0,1,39,39,,,,,0,,,,0,,,,0,,,,0,242,3,0,0,1,0,0,,,0,0,,
400,1,,,,0,,,,0,,,,0,1,253,253,,,,,0,,,,0,1,314,314,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,325,2,0,0,1,0,0,,,1,1,325,
405,1,,,,0,,,,0,,,,0,1,204,204,,,,,0,,,,0,1,272,272,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,427,,0,0,1,0,0,,,1,1,427,
408,1,,,,0,,,,0,,,,0,1,83,83,,,,,0,,,,0,1,56,56,,,,,0,,,,0,,,,0,,,,0,1,45,45,,,,,0,,,,0,,,,0,,,,0,35,,0,0,,0,0,,,0,0,,
410,1,,,,0,,,,0,,,,0,1,131,131,,,,,0,,,,0,1,161,161,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,218,2,0,0,1,0,0,,,1,1,218,
411,2,1,116,116,,,,,0,,,,0,1,68,68,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,0,0,1,0,0,,,0,0,,
412,2,1,66,66,,,,,0,,,,0,,,,0,,,,0,,,,0,0,207,,207,,,,0,,,,0,,,,0,,,,0,1,36,36,,,,,0,,,,0,,,,0,,,,0,176,1,1,0,1,1,1,176,,0,0,,
420,2,,,,0,,,,0,,,,0,1,114,114,,,,,0,,,,0,0,108,,108,,,,0,,,,0,,,,0,,,,0,1,37,37,,,,,0,,,,0,,,,0,,,,0,192,,0,0,,0,0,,,0,0,,
421,2,1,137,137,,,,,0,,,,0,,,,0,,,,0,,,,0,0,97,,97,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,18,,0,0,,0,0,,,0,1,,18
422,0,,,,0,,,,0,,,,0,1,128,128,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,58,58,,,,,0,,,,0,,,,0,,,,0,431,1,0,0,1,1,1,431,,0,0,,
423,1,1,154,154,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,101,101,,,,,0,,,,0,,,,0,,,,0,67,,0,0,,0,1,,67,0,0,,
425,2,1,141,141,,,,,0,,,,0,,,,0,,,,0,,,,0,1,113,113,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,403,2,0,0,1,0,0,,,1,1,403,
427,1,,,,0,,,,0,,,,0,1,88,88,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,23,23,,,,,0,,,,0,,,,0,,,,0,221,1,0,0,0,0,1,,221,0,0,,
428,0,1,189,189,,,,,0,,,,0,,,,0,,,,0,,,,0,1,111,111,,,,,0,,,,0,,,,0,,,,0,1,64,64,,,,,0,,,,0,,,,0,,,,0,276,2,0,1,1,0,0,,,1,1,276,
429,2,,,,0,,,,0,,,,0,1,90,90,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,43,43,,,,,0,,,,0,,,,0,,,,0,299,1,0,0,1,1,1,299,,0,0,,
431,0,1,221,221,,,,,0,,,,0,,,,0,,,,0,,,,0,0,137,,137,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,100,,0,0,,0,0,,,0,1,,100
438,2,,,,0,,,,0,,,,0,1,81,81,,,,,0,,,,0,1,49,49,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,328,2,0,0,1,0,0,,,1,1,328,
439,2,,,,0,,,,0,,,,0,1,670,670,,,,,0,,,,0,0,210,,210,,,,0,,,,0,,,,0,,,,0,1,92,92,,,,,0,,,,0,,,,0,,,,0,1906,,0,0,,0,0,,,0,0,,
443,1,1,128,128,,,,,0,,,,0,,,,0,,,,0,,,,0,0,93,,93,,,,0,,,,0,,,,0,,,,0,1,94,94,,,,,0,,,,0,,,,0,,,,0,671,,0,0,,0,0,,,0,0,,
446,1,1,109,109,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,63,63,,,,,0,,,,0,,,,0,,,,0,243,1,0,0,1,1,1,243,,0,0,,
451,2,1,81,81,,,,,0,,,,0,,,,0,,,,0,,,,0,1,68,68,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,237,2,0,0,1,0,0,,,1,1,237,
452,1,1,104,104,,,,,0,,,,0,,,,0,,,,0,,,,0,1,185,185,,,,,0,,,,0,,,,0,,,,0,1,47,47,,,,,0,,,,0,,,,0,,,,0,215,2,0,1,1,0,0,,,1,1,215,
453,1,1,115,115,,,,,0,,,,0,,,,0,,,,0,,,,0,0,304,,304,,,,0,,,,0,,,,0,,,,0,1,35,35,,,,,0,,,,0,,,,0,,,,0,299,1,1,0,1,1,1,299,,0,0,,
454,2,,,,0,,,,0,,,,0,1,332,332,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,46,46,,,,,0,,,,0,,,,0,,,,0,173,1,0,0,0,0,1,,173,0,0,,
456,1,,,,0,,,,0,,,,0,1,91,91,,,,,0,,,,0,1,64,64,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,377,2,0,0,1,0,0,,,1,1,377,
458,2,1,307,307,,,,,0,,,,0,1,278,278,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,3,0,0,1,0,0,,,0,0,,
460,1,1,102,102,,,,,0,,,,0,,,,0,,,,0,,,,0,0,128,,128,,,,0,,,,0,,,,0,,,,0,1,23,23,,,,,0,,,,0,,,,0,,,,0,181,3,0,0,1,0,0,,,0,0,,
461,2,,,,0,,,,0,,,,0,1,250,250,,,,,0,,,,0,1,127,127,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,485,2,0,0,1,0,0,,,1,1,485,
468,2,1,134,134,,,,,0,,,,0,,,,0,,,,0,,,,0,1,216,216,,,,,0,,,,0,,,,0,,,,0,1,65,65,,,,,0,,,,0,,,,0,,,,0,243,2,0,1,1,0,0,,,1,1,243,
470,1,0,73,,73,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,36,36,,,,,0,,,,0,,,,0,,,,0,196,1,0,0,1,1,1,196,,0,0,,
475,2,1,197,197,,,,,0,,,,0,,,,0,,,,0,,,,0,1,137,137,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,657,1,0,0,0,0,0,,,0,1,,657
476,1,1,523,523,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,3175,3175,,,,,0,,,,0,,,,0,,,,0,844,1,0,0,1,1,1,844,,0,0,,
479,2,1,189,189,,,,,0,,,,0,,,,0,,,,0,,,,0,0,232,,232,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,229,2,0,0,1,0,0,,,1,1,229,
480,1,,,,0,,,,0,,,,0,1,127,127,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,59,59,,,,,0,,,,0,,,,0,,,,0,327,1,0,0,1,1,1,327,,0,0,,
482,0,1,157,157,,,,,0,,,,0,,,,0,,,,0,,,,0,0,121,,121,,,,0,,,,0,,,,0,,,,0,1,23,23,,,,,0,,,,0,,,,0,,,,0,185,2,0,1,0,0,0,,,0,1,,185
483,2,1,387,387,,,,,0,,,,0,,,,0,,,,0,,,,0,1,69,69,,,,,0,,,,0,,,,0,,,,0,1,131,131,,,,,0,,,,0,,,,0,,,,0,235,2,0,1,1,0,0,,,1,1,235,
487,1,1,307,307,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,62,62,,,,,0,,,,0,,,,0,,,,0,1378,1,0,0,1,1,1,1378,,0,0,,
489,0,,,,0,,,,0,,,,0,1,187,187,,,,,0,,,,0,0,113,,113,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,362,2,0,0,1,0,0,,,1,1,362,
493,1,,,,0,,,,0,,,,0,1,91,91,,,,,0,,,,0,1,531,531,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,315,2,0,0,1,0,0,,,1,1,315,
494,1,1,239,239,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,137,137,,,,,0,,,,0,,,,0,,,,0,485,1,0,0,1,1,1,485,,0,0,,
496,2,,,,0,,,,0,,,,0,0,135,,135,,,,0,,,,0,0,36,,36,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,23,,0,0,,0,0,,,0,1,,23
502,1,,,,0,,,,0,,,,0,1,532,532,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,185,185,,,,,0,,,,0,,,,0,,,,0,642,,0,0,,0,1,,642,0,0,,
503,1,1,159,159,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,100,100,,,,,0,,,,0,,,,0,,,,0,260,1,0,0,1,1,1,260,,0,0,,
504,1,1,99,99,,,,,0,,,,0,,,,0,,,,0,,,,0,0,77,,77,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,194,2,0,0,1,0,0,,,1,1,194,
506,1,,,,0,,,,0,,,,0,1,134,134,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,55,55,,,,,0,,,,0,,,,0,,,,0,248,1,0,0,1,1,1,248,,0,0,,
509,1,,,,0,,,,0,,,,0,1,318,318,,,,,0,,,,0,1,213,213,,,,,0,,,,0,,,,0,,,,0,1,87,87,,,,,0,,,,0,,,,0,,,,0,489,2,0,1,0,0,0,,,0,1,,489
514,1,1,147,147,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,41,41,,,,,0,,,,0,,,,0,,,,0,168,1,0,0,1,1,1,168,,0,0,,
516,2,,,,0,,,,0,,,,0,1,236,236,,,,,0,,,,0,0,115,,115,,,,0,,,,0,,,,0,,,,0,1,34,34,,,,,0,,,,0,,,,0,,,,0,122,,0,0,,0,0,,,0,0,,
518,1,1,244,244,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,115,115,,,,,0,,,,0,,,,0,,,,0,553,1,0,0,1,1,1,553,,0,0,,
521,0,1,189,189,,,,,0,,,,0,,,,0,,,,0,,,,0,1,174,174,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,198,2,0,0,1,0,0,,,1,1,198,
524,1,,,,0,,,,0,,,,0,1,159,159,,,,,0,,,,0,0,160,,160,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,321,2,0,0,1,0,0,,,1,1,321,
525,1,,,,0,,,,0,,,,0,1,102,102,,,,,0,,,,0,1,151,151,,,,,0,,,,0,,,,0,,,,0,1,30,30,,,,,0,,,,0,,,,0,,,,0,254,2,0,1,1,0,0,,,1,1,254,
526,2,,,,0,,,,0,,,,0,1,207,207,,,,,0,,,,0,1,150,150,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,382,2,0,0,1,0,0,,,1,1,382,
529,1,,,,0,,,,0,,,,0,1,141,141,,,,,0,,,,0,0,207,,207,,,,0,,,,0,,,,0,,,,0,1,47,47,,,,,0,,,,0,,,,0,,,,0,311,2,0,1,1,0,0,,,1,1,311,
531,1,1,73,73,,,,,0,,,,0,1,42,42,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,3,0,0,1,0,0,,,0,0,,
532,2,,,,0,,,,0,,,,0,1,201,201,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,145,145,,,,,0,,,,0,,,,0,,,,0,574,1,0,0,1,1,1,574,,0,0,,
536,1,0,180,,180,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,69,69,,,,,0,,,,0,,,,0,,,,0,140,1,0,0,1,1,1,140,,0,0,,
537,0,,,,0,,,,0,,,,0,1,123,123,,,,,0,,,,0,0,75,,75,,,,0,,,,0,,,,0,,,,0,1,27,27,,,,,0,,,,0,,,,0,,,,0,63,,0,0,,0,0,,,0,0,,
539,2,,,,0,,,,0,,,,0,1,225,225,,,,,0,,,,0,0,367,,367,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,197,2,0,0,0,0,0,,,0,1,,197
541,2,,,,0,,,,0,,,,0,1,207,207,,,,,0,,,,0,1,417,417,,,,,0,,,,0,,,,0,,,,0,1,72,72,,,,,0,,,,0,,,,0,,,,0,244,2,0,1,1,0,0,,,1,1,244,
543,2,1,166,166,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,124,124,,,,,0,,,,0,,,,0,,,,0,249,1,0,0,0,0,1,,249,0,0,,
548,2,1,68,68,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,21,21,,,,,0,,,,0,,,,0,,,,0,118,1,0,0,1,1,1,118,,0,0,,
549,1,,,,0,,,,0,,,,0,1,92,92,,,,,0,,,,0,1,272,272,,,,,0,,,,0,,,,0,,,,0,1,60,60,,,,,0,,,,0,,,,0,,,,0,218,2,0,1,1,0,0,,,1,1,218,
551,1,1,133,133,,,,,0,,,,0,,,,0,,,,0,,,,0,1,198,198,,,,,0,,,,0,,,,0,,,,0,1,21,21,,,,,0,,,,0,,,,0,,,,0,2004,1,1,0,1,1,1,2004,,0,0,,
557,2,1,172,172,,,,,0,,,,0,,,,0,,,,0,,,,0,1,109,109,,,,,0,,,,0,,,,0,,,,0,1,28,28,,,,,0,,,,0,,,,0,,,,0,605,2,0,1,1,0,0,,,1,1,605,
559,0,0,176,,176,,,,0,,,,0,,,,0,,,,0,,,,0,0,31,,31,,,,0,,,,0,,,,0,,,,0,1,28,28,,,,,0,,,,0,,,,0,,,,0,577,1,1,0,1,1,1,577,,0,0,,
561,1,1,130,130,,,,,0,,,,0,,,,0,,,,0,,,,0,0,88,,88,,,,0,,,,0,,,,0,,,,0,1,78,78,,,,,0,,,,0,,,,0,,,,0,275,2,0,1,0,0,0,,,0,1,,275
565,0,1,252,252,,,,,0,,,,0,,,,0,,,,0,,,,0,0,157,,157,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,443,2,0,0,1,0,0,,,1,1,443,
567,2,1,90,90,,,,,0,,,,0,,,,0,,,,0,,,,0,0,171,,171,,,,0,,,,0,,,,0,,,,0,1,20,20,,,,,0,,,,0,,,,0,,,,0,127,1,1,0,1,1,1,127,,0,0,,
572,1,1,635,635,,,,,0,,,,0,,,,0,,,,0,,,,0,1,170,170,,,,,0,,,,0,,,,0,,,,0,1,45,45,,,,,0,,,,0,,,,0,,,,0,639,2,0,1,1,0,0,,,1,1,639,
577,0,1,181,181,,,,,0,,,,0,,,,0,,,,0,,,,0,0,258,,258,,,,0,,,,0,,,,0,,,,0,1,55,55,,,,,0,,,,0,,,,0,,,,0,305,2,0,1,1,0,0,,,1,1,305,
578,0,1,126,126,,,,,0,,,,0,1,67,67,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,0,0,,0,0,,,0,0,,
582,1,,,,0,,,,0,,,,0,1,123,123,,,,,0,,,,0,0,76,,76,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,65,,0,0,,0,0,,,0,1,,65
583,2,1,152,152,,,,,0,,,,0,,,,0,,,,0,,,,0,0,125,,125,,,,0,,,,0,,,,0,,,,0,1,29,29,,,,,0,,,,0,,,,0,,,,0,268,1,1,0,1,1,1,268,,0,0,,
587,1,1,259,259,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,1006,1006,,,,,0,,,,0,,,,0,,,,0,135,,0,0,,0,1,,135,0,0,,
595,2,1,380,380,,,,,0,,,,0,,,,0,,,,0,,,,0,0,181,,181,,,,0,,,,0,,,,0,,,,0,1,72,72,,,,,0,,,,0,,,,0,,,,0,477,2,0,1,0,0,0,,,0,1,,477
597,2,,,,0,,,,0,,,,0,1,111,111,,,,,0,,,,0,1,127,127,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,184,2,0,0,1,0,0,,,1,1,184,
